Simone Fontecchio,27,UTA,SF,52,6,14.7,2.2,6,0.369,1.2,3.7,0.33,1,2.3,0.43,0.7,0.8,0.795,0.6,1.1,1.7,0.8,0.3,0.2,0.8,6.3,fontesi01
Patrick Beverley,34,2TM,PG,67,67,27.1,2.1,5.4,0.4,1.2,3.6,0.335,1,1.8,0.529,0.7,1,0.723,0.7,3,3.7,2.9,0.9,0.6,0.9,6.2,beverpa01
Patrick Beverley,34,LAL,SG,45,45,26.9,2.2,5.4,0.402,1.2,3.5,0.348,0.9,1.8,0.506,0.9,1.1,0.78,0.5,2.6,3.1,2.6,0.9,0.6,0.9,6.4,beverpa01
Patrick Beverley,34,CHI,PG,22,22,27.5,2.1,5.4,0.395,1.1,3.7,0.309,1,1.7,0.579,0.4,0.7,0.533,0.9,4,4.9,3.5,1,0.7,0.8,5.8,beverpa01
Nickeil Alexander-Walker,24,2TM,SG,59,3,15,2.2,5,0.444,1,2.7,0.384,1.2,2.3,0.515,0.7,1,0.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,6.2,alexani01
Nickeil Alexander-Walker,24,UTA,SG,36,3,14.7,2.3,4.7,0.488,1,2.4,0.402,1.3,2.3,0.578,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,6.3,alexani01
Nickeil Alexander-Walker,24,MIN,SG,23,0,15.5,2.1,5.4,0.384,1.1,3.1,0.361,1,2.3,0.415,0.6,0.9,0.619,0.3,1.5,1.8,1.4,0.3,0.3,0.4,5.9,alexani01
Jared Butler,22,OKC,PG,6,1,12.8,2.5,5.3,0.469,1.2,2.3,0.5,1.3,3,0.444,0,0,,0.2,0.5,0.7,1.3,0.8,0,0.8,6.2,butleja02
Quenton Jackson,24,WAS,PG,9,0,15,2.1,4.7,0.452,0.1,1.3,0.083,2,3.3,0.6,1.9,2.4,0.773,0.2,0.7,0.9,1.7,0.4,0.1,0.4,6.2,jacksqu01
Patty Mills,34,BRK,PG,40,2,14.2,2.2,5.2,0.411,1.2,3.4,0.366,0.9,1.9,0.493,0.6,0.8,0.833,0.2,0.9,1.1,1.4,0.4,0.1,0.8,6.2,millspa02
Sandro Mamukelashvili,23,2TM,C,43,7,15.3,2.3,5.3,0.422,0.7,2.3,0.303,1.6,3,0.511,0.9,1.3,0.684,1.6,2.7,4.3,1.4,0.3,0.3,0.8,6.1,mamuksa01
Sandro Mamukelashvili,23,MIL,C,24,0,9,0.8,2.4,0.328,0.3,1.3,0.219,0.5,1.1,0.462,0.5,0.8,0.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,2.4,mamuksa01
Sandro Mamukelashvili,23,SAS,C,19,7,23.3,4.1,9.1,0.453,1.2,3.5,0.343,2.9,5.5,0.524,1.4,2.1,0.692,2.7,4.1,6.8,2.4,0.5,0.4,1.4,10.8,mamuksa01
Mike Muscala,31,2TM,C,63,9,15,2.1,4.6,0.449,1.3,3.3,0.391,0.8,1.3,0.588,0.6,0.8,0.769,0.6,2.6,3.2,0.8,0.2,0.4,0.4,6.1,muscami01
Mike Muscala,31,OKC,C,43,5,14.5,2.1,4.7,0.438,1.3,3.3,0.394,0.8,1.4,0.541,0.7,0.9,0.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,6.2,muscami01
Mike Muscala,31,BOS,C,20,4,16.2,2.1,4.5,0.472,1.3,3.3,0.385,0.9,1.2,0.708,0.5,0.7,0.692,0.7,2.7,3.4,0.6,0.2,0.3,0.5,5.9,muscami01
Nicolas Batum,34,LAC,PF,78,19,21.9,2.1,4.9,0.42,1.6,4.1,0.391,0.5,0.8,0.563,0.4,0.6,0.708,0.8,3,3.8,1.6,0.7,0.6,0.6,6.1,batumni01
Oshae Brissett,24,IND,PF,65,2,16.7,1.9,4.9,0.386,0.7,2.4,0.31,1.2,2.5,0.457,1.6,2.2,0.717,1,2.4,3.4,0.7,0.5,0.2,0.5,6.1,brissos01
Evan Fournier,30,NYK,SG,27,7,17,2.1,6.1,0.337,1.3,4.2,0.307,0.8,1.9,0.404,0.7,0.8,0.857,0.1,1.7,1.8,1.3,0.6,0.1,0.8,6.1,fournev01
Saben Lee,23,2TM,PG,25,1,14.9,2,4.8,0.405,0.4,1.2,0.367,1.5,3.6,0.418,1.7,2.3,0.737,0.5,1.3,1.8,2.7,0.8,0,1,6,leesa01
Saben Lee,23,PHI,PG,2,0,5,1.5,2,0.75,0,0.5,0,1.5,1.5,1,0,0,,0,0,0,1,0.5,0,1.5,3,leesa01
Saben Lee,23,PHO,PG,23,1,15.8,2,5.1,0.393,0.5,1.3,0.379,1.5,3.8,0.398,1.8,2.5,0.737,0.6,1.4,2,2.8,0.8,0,0.9,6.3,leesa01
Robert Covington,32,LAC,PF,48,0,16.2,2.1,4.8,0.445,1.1,2.8,0.397,1,1.9,0.516,0.6,0.8,0.75,0.6,2.8,3.5,1.2,0.8,0.7,0.7,6,covinro01
Andre Drummond,29,CHI,C,67,0,12.7,2.5,4.1,0.606,0,0,0,2.5,4,0.613,1,1.9,0.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,6,drumman01
Maxi Kleber,31,DAL,PF,37,5,25.1,2.1,4.6,0.456,1.1,3,0.348,1,1.5,0.667,0.7,1,0.711,0.8,2.8,3.6,1.4,0.3,0.8,0.7,5.9,klebima01
Jaylin Williams,20,OKC,C,49,36,18.7,2.1,4.8,0.436,0.9,2.3,0.407,1.1,2.5,0.463,0.8,1.1,0.704,0.9,4,4.9,1.6,0.6,0.2,0.8,5.9,willija07
Josh Christopher,21,HOU,SG,64,2,12.3,2.4,5.1,0.465,0.3,1.4,0.236,2.1,3.8,0.55,0.7,0.9,0.75,0.3,0.8,1.1,1.1,0.5,0.2,0.9,5.8,chrisjo01
Johnny Davis,20,WAS,SG,28,5,15.1,2.4,6.1,0.386,0.6,2.5,0.243,1.8,3.6,0.485,0.5,1,0.519,0.4,2,2.3,1,0.4,0.3,0.6,5.8,davisjo06
Stanley Johnson,26,SAS,SF,30,0,15.6,2.2,4.1,0.533,0.6,1.3,0.45,1.6,2.7,0.573,0.9,1.3,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,5.8,johnsst04
Charles Bassey,22,SAS,C,35,2,14.5,2.5,3.9,0.644,0.1,0.2,0.375,2.4,3.6,0.661,0.6,1.1,0.595,2.1,3.4,5.5,1.3,0.5,0.9,1.2,5.7,bassech01
Rodney McGruder,31,DET,SG,32,12,16.4,1.9,4.8,0.408,1.3,3,0.423,0.7,1.7,0.382,0.6,0.7,0.818,0.6,1.7,2.3,0.9,0.5,0,0.3,5.7,mcgruro01
Ziaire Williams,21,MEM,SF,37,4,15.2,2.3,5.3,0.429,0.7,2.6,0.258,1.6,2.7,0.596,0.5,0.6,0.773,0.4,1.7,2.1,0.9,0.4,0.2,1,5.7,willizi02
James Bouknight,22,CHO,SG,34,0,15.1,2,5.7,0.358,1,3.2,0.303,1.1,2.5,0.429,0.6,0.9,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,5.6,bouknja01
Alex Caruso,28,CHI,PG,67,36,23.5,1.9,4.3,0.455,0.8,2.3,0.364,1.1,2,0.556,0.9,1.1,0.808,0.6,2.3,2.9,2.9,1.5,0.7,1.1,5.6,carusal01
Montrezl Harrell,29,PHI,C,57,7,11.9,2.2,3.7,0.598,0,0.1,0,2.2,3.6,0.616,1.2,1.8,0.693,1.2,1.6,2.8,0.6,0.3,0.4,0.6,5.6,harremo01
Jalen Johnson,21,ATL,SF,70,6,14.9,2.3,4.6,0.491,0.4,1.5,0.288,1.8,3.1,0.587,0.7,1.1,0.628,0.7,3.3,4,1.2,0.5,0.5,0.6,5.6,johnsja05
Davion Mitchell,24,SAC,PG,80,9,18.1,2.3,5,0.454,0.8,2.5,0.32,1.5,2.5,0.584,0.3,0.4,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,5.6,mitchda01
Payton Pritchard,25,BOS,PG,48,3,13.4,2.1,5.1,0.412,1.2,3.2,0.364,0.9,1.9,0.495,0.3,0.3,0.75,0.5,1.3,1.8,1.3,0.3,0,0.8,5.6,pritcpa01
Derrick Rose,34,NYK,PG,27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,5.6,rosede01
Yuta Watanabe,28,BRK,SF,58,1,16,2,4,0.491,1,2.3,0.444,0.9,1.7,0.557,0.6,0.8,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,5.6,watanyu01
Danny Green,35,2TM,SG,11,0,12.5,2,4.5,0.449,1.5,3.4,0.432,0.5,1.1,0.5,0.1,0.1,1,0.3,1,1.3,0.5,0.5,0.3,0.9,5.5,greenda02
Danny Green,35,MEM,SG,3,0,14.3,1,3.7,0.273,1,2.7,0.375,0,1,0,0,0,,0.3,1,1.3,0.7,0.3,0,1,3,greenda02
Danny Green,35,CLE,SG,8,0,11.9,2.4,4.8,0.5,1.6,3.6,0.448,0.8,1.1,0.667,0.1,0.1,1,0.3,1,1.3,0.5,0.6,0.4,0.9,6.5,greenda02
Jarrell Brantley,26,UTA,PF,4,0,9.8,2,3.5,0.571,1,2.3,0.444,1,1.3,0.8,0.5,0.5,1,0.3,1.3,1.5,0.8,0,0.5,0.5,5.5,brantja01
Wenyen Gabriel,25,LAL,C,68,2,15.1,2.3,3.8,0.596,0.1,0.5,0.278,2.1,3.3,0.647,0.8,1.2,0.619,1.7,2.5,4.2,0.5,0.4,0.5,0.7,5.5,gabriwe01
Nikola Jović,19,MIA,PF,15,8,13.6,1.9,4.6,0.406,0.5,2.3,0.229,1.3,2.3,0.588,1.2,1.3,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,5.5,jovicni01
Otto Porter Jr.,29,TOR,SF,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,1,1,1,0.8,1.6,2.4,1,1.4,0,0.5,5.5,porteot01
Jamal Cain,23,MIA,PF,18,0,13.3,2.1,3.7,0.561,0.4,1.1,0.35,1.7,2.6,0.652,0.9,1.2,0.773,0.8,2.1,2.9,0.7,0.6,0.1,0.3,5.4,cainja01
Bryce McGowens,20,CHO,SG,46,7,17.1,1.7,4.4,0.396,0.6,1.7,0.325,1.2,2.7,0.443,1.3,1.7,0.75,0.4,1.6,2,1.2,0.3,0.1,0.9,5.3,mcgowbr01
Lamar Stevens,25,CLE,SF,62,25,18.1,2.1,4.6,0.448,0.5,1.5,0.316,1.6,3.1,0.513,0.6,0.9,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,5.3,stevela01
Dewayne Dedmon,33,2TM,C,38,1,11.2,2,4,0.51,0.3,1,0.308,1.7,2.9,0.58,0.9,1.3,0.673,0.9,2.6,3.5,0.7,0.2,0.5,0.7,5.2,dedmode01
Dewayne Dedmon,33,MIA,C,30,0,11.7,2.1,4.3,0.496,0.4,1.2,0.297,1.8,3.1,0.576,1.1,1.5,0.727,0.9,2.7,3.6,0.5,0.2,0.5,0.6,5.7,dedmode01
Dewayne Dedmon,33,PHI,C,8,1,9.5,1.6,2.8,0.591,0.1,0.3,0.5,1.5,2.5,0.6,0.1,0.6,0.2,0.8,2.4,3.1,1.3,0.3,0.6,0.8,3.5,dedmode01
Darius Bazley,22,2TM,C,43,1,14.3,1.9,4.3,0.454,0.5,1.2,0.377,1.5,3,0.485,0.9,1.6,0.543,0.8,2.4,3.2,0.9,0.5,0.8,0.6,5.2,bazleda01
Darius Bazley,22,OKC,C,36,1,15.4,2,4.4,0.449,0.5,1.3,0.4,1.5,3.1,0.469,1,1.8,0.554,0.8,2.6,3.4,0.9,0.5,0.8,0.6,5.4,bazleda01
Darius Bazley,22,PHO,C,7,0,8.7,1.7,3.6,0.48,0.3,1.1,0.25,1.4,2.4,0.588,0.3,0.7,0.4,0.7,1.6,2.3,0.9,0.4,0.7,0.7,4,bazleda01
Rudy Gay,36,UTA,PF,56,0,14.6,1.9,5.1,0.38,0.6,2.3,0.254,1.4,2.8,0.484,0.8,0.9,0.857,0.6,2.3,2.9,1,0.3,0.3,0.7,5.2,gayru01
Javonte Green,29,CHI,SF,32,1,15,1.9,3.4,0.565,0.4,1.1,0.371,1.5,2.3,0.658,0.9,1.4,0.667,0.8,1.9,2.8,0.7,0.8,0.7,0.6,5.2,greenja02
Zeke Nnaji,22,DEN,PF,53,5,13.7,2.1,3.7,0.561,0.3,1.2,0.262,1.8,2.5,0.71,0.8,1.2,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,5.2,nnajize01
Ricky Rubio,32,CLE,PG,33,2,17.2,1.8,5.4,0.343,0.6,2.5,0.256,1.2,2.9,0.417,0.8,1.1,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,5.2,rubiori01
Lindy Waters III,25,OKC,SG,41,0,13,1.7,4.3,0.393,1.4,4,0.358,0.3,0.4,0.75,0.4,0.5,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,5.2,waterli01
MarJon Beauchamp,22,MIL,SF,52,11,13.5,1.8,4.7,0.395,0.9,2.7,0.331,0.9,1.9,0.485,0.5,0.7,0.73,0.7,1.5,2.2,0.7,0.4,0.1,0.9,5.1,beaucma01
DeAndre Jordan,34,DEN,C,39,8,15,2.3,2.9,0.765,0,0,1,2.2,2.9,0.763,0.6,1.2,0.458,1.3,3.8,5.2,0.9,0.3,0.6,1.2,5.1,jordade01
John Konchar,26,MEM,SF,72,23,20.8,1.9,4.4,0.431,0.8,2.5,0.339,1.1,2,0.545,0.4,0.5,0.778,0.9,3.4,4.3,1.4,1.1,0.3,0.5,5.1,konchjo01
George Hill,36,2TM,SG,46,1,18.1,1.7,3.6,0.47,0.7,2.1,0.358,1,1.5,0.62,0.9,1.2,0.764,0.3,1.5,1.8,2.4,0.6,0.1,0.7,5,hillge01
George Hill,36,MIL,PG,35,0,19.1,1.7,3.8,0.447,0.7,2.1,0.311,1,1.7,0.621,1,1.3,0.739,0.4,1.5,1.9,2.5,0.5,0.1,0.8,5,hillge01
George Hill,36,IND,SG,11,1,15.1,1.7,3.1,0.559,1,1.9,0.524,0.7,1.2,0.615,0.7,0.8,0.889,0.2,1.5,1.6,1.9,0.6,0.3,0.6,5.2,hillge01
Vlatko Čančar,25,DEN,PF,60,9,14.8,1.8,3.8,0.476,0.7,1.9,0.374,1.1,1.9,0.58,0.6,0.7,0.927,0.4,1.7,2.1,1.3,0.4,0.2,0.6,5,cancavl01
Isaiah Hartenstein,24,NYK,C,82,8,19.8,2.1,4,0.535,0.1,0.5,0.216,2,3.5,0.576,0.6,0.9,0.676,2.5,4,6.5,1.2,0.6,0.8,0.8,5,harteis01
Jaxson Hayes,22,NOP,C,47,2,13,1.8,3.3,0.551,0.1,0.6,0.103,1.8,2.7,0.654,1.2,1.8,0.699,0.8,2,2.8,0.7,0.4,0.4,0.7,5,hayesja02
Jonathan Isaac,25,ORL,PF,11,0,11.3,2,4.8,0.415,0.5,1.4,0.4,1.5,3.5,0.421,0.5,0.8,0.556,1.4,2.6,4,0.5,1.3,0.4,0.4,5,isaacjo01
Derrick Jones Jr.,25,CHI,PF,64,0,14,1.8,3.6,0.5,0.4,1.3,0.338,1.4,2.3,0.587,1,1.3,0.738,0.9,1.5,2.4,0.5,0.5,0.6,0.4,5,jonesde02
Kenneth Lofton Jr.,20,MEM,PF,24,1,7.3,2,3.9,0.527,0.3,0.7,0.353,1.8,3.2,0.566,0.7,1.1,0.593,0.8,1.3,2.1,0.8,0.2,0.1,0.5,5,loftoke01
Cody Martin,27,CHO,SF,7,0,19.1,2,5.1,0.389,0.4,2,0.214,1.6,3.1,0.5,0.6,1,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,5,martico01
Sam Merrill,26,CLE,SG,5,0,11.8,1.8,4.4,0.409,1,3.6,0.278,0.8,0.8,1,0.4,0.4,1,0,1.8,1.8,1,0.8,0,0,5,merrisa01
Blake Wesley,19,SAS,SG,37,1,18.1,1.9,5.8,0.321,0.5,1.4,0.385,1.3,4.4,0.301,0.7,1.2,0.591,0.3,1.9,2.2,2.7,0.7,0.1,1.8,5,weslebl01
Ousmane Dieng,19,OKC,PF,39,1,14.6,1.9,4.6,0.42,0.7,2.5,0.265,1.3,2.1,0.602,0.4,0.6,0.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,4.9,diengou01
Chimezie Metu,25,SAC,PF,66,0,10.4,2,3.3,0.589,0.1,0.6,0.237,1.8,2.7,0.663,0.8,1.1,0.74,0.7,2.3,3,0.6,0.3,0.3,0.5,4.9,metuch01
Austin Rivers,30,MIN,SG,52,10,19.5,1.8,4,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,4.9,riverau01
Danuel House Jr.,29,PHI,SF,56,5,14.4,1.7,3.5,0.472,0.7,2,0.336,1,1.6,0.644,0.8,1.1,0.75,0.2,1.5,1.7,0.8,0.3,0.2,0.5,4.8,houseda01
Johnny Juzang,21,UTA,SG,18,0,12.9,1.9,5.8,0.337,0.8,3.5,0.238,1.1,2.3,0.488,0.1,0.2,0.5,0.4,1.7,2.2,0.4,0.2,0.2,0.2,4.8,juzanjo01
Meyers Leonard,30,MIL,C,9,2,12.7,1.6,3.2,0.483,0.8,2,0.389,0.8,1.2,0.636,0.9,1,0.889,1.3,2.4,3.8,0.1,0.2,0,0.7,4.8,leoname01
Garrison Mathews,26,2TM,SG,54,0,12.7,1.4,3.7,0.363,1.2,3.3,0.35,0.2,0.4,0.476,0.9,1,0.906,0.2,1.1,1.4,0.5,0.4,0.1,0.4,4.8,mathega01
Garrison Mathews,26,HOU,SG,45,0,13.4,1.3,3.8,0.353,1.2,3.4,0.342,0.2,0.3,0.467,0.9,1,0.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,4.8,mathega01
Garrison Mathews,26,ATL,SG,9,0,9.3,1.4,3.4,0.419,1.1,2.8,0.4,0.3,0.7,0.5,0.8,0.9,0.875,0.1,1.1,1.2,0.3,0.1,0.1,0.1,4.8,mathega01
Moses Moody,20,GSW,SG,63,3,13,1.7,3.6,0.476,0.8,2.1,0.363,0.9,1.5,0.641,0.6,0.8,0.698,0.4,1.2,1.7,0.8,0.3,0.1,0.5,4.8,moodymo01
Christian Braun,21,DEN,SG,76,6,15.5,1.9,3.8,0.495,0.4,1.3,0.354,1.4,2.5,0.565,0.5,0.8,0.625,0.6,1.8,2.4,0.8,0.5,0.2,0.5,4.7,braunch01
Keon Johnson,20,POR,SG,40,0,10.4,1.7,4.5,0.376,0.7,2,0.346,1,2.4,0.402,0.7,1,0.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,4.7,johnske07
Chuma Okeke,24,ORL,SF,27,8,19.2,1.6,4.5,0.352,1,3.2,0.302,0.6,1.3,0.472,0.6,0.8,0.762,1,2.6,3.6,1.4,0.7,0.4,0.6,4.7,okekech01
Day'Ron Sharpe,21,BRK,C,48,3,11.5,1.9,3.6,0.544,0.1,0.2,0.545,1.8,3.3,0.544,0.7,1.1,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,4.7,sharpda01
Dean Wade,26,CLE,PF,44,13,20.3,1.7,4,0.412,1,2.9,0.354,0.6,1.1,0.56,0.3,0.5,0.652,0.5,3,3.4,0.8,0.6,0.5,0.4,4.7,wadede01
TyTy Washington Jr.,21,HOU,PG,31,2,14,1.9,5.2,0.363,0.6,2.6,0.238,1.3,2.6,0.488,0.3,0.6,0.556,0.1,1.4,1.5,1.5,0.5,0.1,0.5,4.7,washity02
Gary Payton II,30,2TM,SG,22,1,16.7,1.9,3.1,0.594,0.6,1.2,0.5,1.3,2,0.651,0.3,0.3,0.857,1.1,2,3.1,1.4,1,0.2,0.7,4.6,paytoga02
Gary Payton II,30,POR,SG,15,1,17,1.6,2.7,0.585,0.6,1.1,0.529,1,1.6,0.625,0.3,0.3,1,0.7,1.9,2.6,1.5,1.1,0.1,0.8,4.1,paytoga02
Gary Payton II,30,GSW,SG,7,0,16,2.4,4,0.607,0.6,1.3,0.444,1.9,2.7,0.684,0.3,0.4,0.667,2,2.3,4.3,1.1,0.9,0.6,0.6,5.7,paytoga02
Dalano Banton,23,TOR,PG,31,2,9,1.8,4.2,0.423,0.5,1.6,0.294,1.3,2.5,0.506,0.5,0.8,0.708,0.4,1.1,1.5,1.2,0.4,0.4,0.6,4.6,bantoda01
Dāvis Bertāns,30,DAL,PF,45,1,10.9,1.5,3.6,0.431,1.2,3.1,0.39,0.3,0.4,0.737,0.3,0.3,0.867,0.2,1,1.2,0.5,0.2,0.2,0.2,4.6,bertada01
Malachi Flynn,24,TOR,PG,53,2,13,1.6,4.6,0.36,0.9,2.5,0.353,0.8,2.1,0.367,0.5,0.6,0.758,0.3,1.2,1.4,1.3,0.4,0.1,0.5,4.6,flynnma01
Kira Lewis Jr.,21,NOP,PG,25,0,9.4,1.6,3.5,0.455,0.6,1.4,0.441,1,2.2,0.463,0.8,0.9,0.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,4.6,lewiski01
Justin Holiday,33,2TM,SF,46,2,15.3,1.7,4.4,0.377,1,3.1,0.322,0.7,1.3,0.508,0.1,0.2,0.625,0.1,1.1,1.2,0.9,0.4,0.4,0.5,4.5,holidju01
Justin Holiday,33,ATL,SF,28,0,14.7,1.7,4.5,0.384,1.1,3.1,0.345,0.6,1.4,0.474,0,0,,0.1,0.8,0.8,0.9,0.2,0.4,0.4,4.5,holidju01
Justin Holiday,33,DAL,SF,18,2,16.4,1.6,4.4,0.367,0.9,3.1,0.286,0.7,1.3,0.565,0.3,0.4,0.625,0.2,1.6,1.8,0.9,0.8,0.5,0.6,4.4,holidju01
Goga Bitadze,23,2TM,C,38,1,12,1.8,3.3,0.552,0.2,0.7,0.231,1.7,2.6,0.636,0.6,1.1,0.548,1.6,2,3.6,1,0.4,0.7,0.6,4.4,bitadgo01
Goga Bitadze,23,IND,C,21,0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,3.3,bitadgo01
Goga Bitadze,23,ORL,C,17,1,15,2.5,4.3,0.575,0.1,0.7,0.167,2.4,3.6,0.656,0.7,1.1,0.667,2.1,3.1,5.2,1.2,0.4,0.9,0.6,5.8,bitadgo01
Jarrett Culver,23,ATL,SF,10,1,13.7,1.7,4.3,0.395,0.1,1.2,0.083,1.6,3.1,0.516,0.9,1.3,0.692,1,2.8,3.8,0.6,0.6,0.2,0.7,4.4,culveja01
A.J. Green,23,MIL,SG,35,1,9.9,1.5,3.6,0.424,1.3,3,0.419,0.3,0.6,0.45,0.1,0.1,1,0.2,1.1,1.3,0.6,0.2,0,0.3,4.4,greenaj01
Haywood Highsmith,26,MIA,PF,54,11,17.9,1.7,4,0.431,0.7,2,0.339,1,2,0.523,0.2,0.5,0.464,1.1,2.4,3.5,0.8,0.7,0.3,0.8,4.4,highsha01
JaVale McGee,35,DAL,C,42,7,8.5,1.9,3,0.64,0,0.1,0.4,1.9,2.9,0.65,0.6,1,0.585,0.7,1.8,2.5,0.3,0.1,0.6,0.9,4.4,mcgeeja01
Thaddeus Young,34,TOR,PF,54,9,14.7,2,3.7,0.545,0.1,0.6,0.176,1.9,3,0.622,0.3,0.5,0.692,1.3,1.8,3.1,1.4,1,0.1,0.8,4.4,youngth01
Omer Yurtseven,24,MIA,C,9,0,9.2,1.8,3,0.593,0.3,0.8,0.429,1.4,2.2,0.65,0.6,0.7,0.833,0.9,1.7,2.6,0.2,0.2,0.2,0.4,4.4,yurtsom01
Moses Brown,23,2TM,C,36,1,8.2,1.7,2.7,0.635,0,0,,1.7,2.7,0.635,0.9,2,0.458,1.6,2.3,3.9,0.1,0.1,0.4,0.4,4.3,brownmo01
Moses Brown,23,LAC,C,34,1,8.5,1.8,2.8,0.635,0,0,,1.8,2.8,0.635,1,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,4.6,brownmo01
Moses Brown,23,BRK,C,2,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0.5,0,0.5,0,brownmo01
Bismack Biyombo,30,PHO,C,61,14,14.3,2,3.4,0.578,0,0,,2,3.4,0.578,0.4,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,4.3,biyombi01
Michael Carter-Williams,31,ORL,PG,4,0,11,1.5,3.5,0.429,0.3,0.8,0.333,1.3,2.8,0.455,1,1.8,0.571,0.3,1,1.3,1.8,0.3,0.3,1,4.3,cartemi01
Justin Minaya,23,POR,SF,4,0,22.3,1.8,5.8,0.304,0.8,3,0.25,1,2.8,0.364,0,0.3,0,0.8,3,3.8,1,0.5,1.3,1,4.3,minayju01
Xavier Sneed,25,CHO,SF,4,0,12,1.3,2.5,0.5,0.8,1.5,0.5,0.5,1,0.5,1,1,1,0,1.3,1.3,1.3,0,0.3,0.8,4.3,sneedxa01
Paul Reed,23,PHI,C,69,2,10.9,1.8,3,0.593,0,0.1,0.167,1.8,2.9,0.606,0.6,0.7,0.745,1.6,2.2,3.8,0.4,0.7,0.7,0.7,4.2,reedpa01
Admiral Schofield,25,ORL,PF,37,0,12.2,1.5,3.3,0.451,0.6,2,0.324,0.8,1.3,0.646,0.6,0.6,0.913,0.6,1.1,1.7,0.8,0.2,0.1,0.4,4.2,schofad01
Ish Wainright,28,PHO,SF,60,2,15.3,1.4,3.8,0.37,1,2.9,0.329,0.5,0.9,0.5,0.4,0.5,0.839,0.8,1.6,2.3,0.9,0.6,0.4,0.4,4.2,wainris01
McKinley Wright IV,24,DAL,PG,27,1,12.4,1.7,3.6,0.469,0.3,1,0.321,1.4,2.6,0.529,0.5,0.7,0.684,0.3,1.4,1.7,2.1,0.3,0.2,0.7,4.2,wrighmc01
Matisse Thybulle,25,2TM,SF,71,28,16.9,1.5,3.6,0.435,0.8,2.1,0.365,0.8,1.5,0.533,0.3,0.4,0.679,0.6,1.4,2,0.7,1.2,0.5,0.3,4.1,thybuma01
Matisse Thybulle,25,PHI,SF,49,6,12.1,1,2.4,0.431,0.4,1.3,0.333,0.6,1.1,0.547,0.2,0.2,0.75,0.4,0.9,1.3,0.5,0.9,0.3,0.2,2.7,thybuma01
Matisse Thybulle,25,POR,SG,22,22,27.7,2.7,6.2,0.438,1.5,3.9,0.388,1.2,2.4,0.519,0.5,0.7,0.625,0.9,2.6,3.5,1.4,1.7,0.8,0.7,7.4,thybuma01
Blake Griffin,33,BOS,C,41,16,13.9,1.5,3.2,0.485,0.6,1.6,0.348,1,1.6,0.625,0.5,0.8,0.656,1.1,2.6,3.8,1.5,0.3,0.2,0.5,4.1,griffbl01
Kevon Harris,25,ORL,SG,34,0,13.4,1.4,3.1,0.439,0.5,1.3,0.372,0.9,1.9,0.484,0.9,1.2,0.756,0.8,1.2,2.1,0.5,0.5,0.1,0.6,4.1,harrike01
Serge Ibaka,33,MIL,C,16,0,11.6,1.6,3.4,0.481,0.4,1.1,0.333,1.3,2.3,0.556,0.5,0.8,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,4.1,ibakase01
Isaiah Roby,24,SAS,PF,42,2,11.3,1.6,3.7,0.432,0.4,1.4,0.3,1.2,2.3,0.516,0.5,1,0.488,0.5,2,2.5,0.9,0.4,0.2,0.7,4.1,robyis01
Daishen Nix,20,HOU,PG,57,7,16,1.4,4.2,0.342,0.7,2.5,0.286,0.7,1.7,0.423,0.4,0.6,0.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,4,nixda01
